no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber_buku,soal_len,jawaban_len
45,bumi dan peristiwa alam,siklus air,apa alasan air di bumi tidak habis-habis?,"air di bumi tidak habis karena terus mengalami siklus air. air menguap karena panas matahari, membentuk awan, lalu turun kembali sebagai hujan dan mengisi permukaan bumi lagi.","air laut menguap saat panas, lalu menjadi awan, turun sebagai hujan, dan akhirnya mengalir kembali ke sungai dan laut. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.","air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 013,7,27
46,bumi dan peristiwa alam,siklus air,mengapa air di bumi tidak habis-habis?,"air di bumi tidak habis karena terus mengalami siklus air. air menguap karena panas matahari, membentuk awan, lalu turun kembali sebagai hujan dan mengisi permukaan bumi lagi.","air laut menguap saat panas, lalu menjadi awan, turun sebagai hujan, dan akhirnya mengalir kembali ke sungai dan laut. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.","air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 013,6,27
47,bumi dan peristiwa alam,siklus air,kenapa kita harus menghemat air bersih?,"kita harus menghemat air bersih karena walaupun air di bumi terus berputar, air bersih semakin berkurang akibat pencemaran dan penggunaan yang berlebihan. menghemat air membantu menjaga ketersediaannya untuk kebutuhan sehari-hari.",menutup keran setelah dipakai dan memakai air secukupnya saat mandi adalah cara sederhana menghemat air. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.,"air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 013,6,30
48,bumi dan peristiwa alam,siklus air,apa alasan kita harus menghemat air bersih?,"kita harus menghemat air bersih karena walaupun air di bumi terus berputar, air bersih semakin berkurang akibat pencemaran dan penggunaan yang berlebihan. menghemat air membantu menjaga ketersediaannya untuk kebutuhan sehari-hari.",menutup keran setelah dipakai dan memakai air secukupnya saat mandi adalah cara sederhana menghemat air. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.,"air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 013,7,30
49,bumi dan peristiwa alam,siklus air,mengapa kita harus menghemat air bersih?,"kita harus menghemat air bersih karena walaupun air di bumi terus berputar, air bersih semakin berkurang akibat pencemaran dan penggunaan yang berlebihan. menghemat air membantu menjaga ketersediaannya untuk kebutuhan sehari-hari.",menutup keran setelah dipakai dan memakai air secukupnya saat mandi adalah cara sederhana menghemat air. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.,"air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 013,6,30
50,bumi dan peristiwa alam,peristiwa alam,kenapa banjir bisa terjadi di kota besar?,banjir bisa terjadi karena curah hujan tinggi dan sungai tidak mampu menampung air. sungai yang dangkal dan sempit akibat sampah juga membuat air mudah meluap ke jalan dan rumah.,"saat hujan deras dan saluran air tersumbat sampah, jalan di permukiman cepat tergenang. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.",berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 013,7,29
51,bumi dan peristiwa alam,peristiwa alam,apa alasan banjir bisa terjadi di kota besar?,banjir bisa terjadi karena curah hujan tinggi dan sungai tidak mampu menampung air. sungai yang dangkal dan sempit akibat sampah juga membuat air mudah meluap ke jalan dan rumah.,"saat hujan deras dan saluran air tersumbat sampah, jalan di permukiman cepat tergenang. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.",berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 013,8,29
52,bumi dan peristiwa alam,peristiwa alam,mengapa banjir bisa terjadi di kota besar?,banjir bisa terjadi karena curah hujan tinggi dan sungai tidak mampu menampung air. sungai yang dangkal dan sempit akibat sampah juga membuat air mudah meluap ke jalan dan rumah.,"saat hujan deras dan saluran air tersumbat sampah, jalan di permukiman cepat tergenang. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.",berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 013,7,29
53,bumi dan peristiwa alam,peristiwa alam,apa penyebab tanah longsor?,"tanah longsor terjadi karena tanah tidak stabil, biasanya akibat penggundulan hutan dan hujan deras. tanpa akar tumbuhan, tanah mudah tergelincir dan runtuh ke bawah.",lereng bukit yang tidak ditanami pohon lebih mudah longsor saat hujan turun terus-menerus. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.,berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 013,4,24
54,bumi dan peristiwa alam,peristiwa alam,apa yang menyebabkan tanah longsor?,"tanah longsor terjadi karena tanah tidak stabil, biasanya akibat penggundulan hutan dan hujan deras. tanpa akar tumbuhan, tanah mudah tergelincir dan runtuh ke bawah.",lereng bukit yang tidak ditanami pohon lebih mudah longsor saat hujan turun terus-menerus. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.,berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 013,5,24
55,bumi dan peristiwa alam,peristiwa alam,mengapa tanah longsor?,"tanah longsor terjadi karena tanah tidak stabil, biasanya akibat penggundulan hutan dan hujan deras. tanpa akar tumbuhan, tanah mudah tergelincir dan runtuh ke bawah.",lereng bukit yang tidak ditanami pohon lebih mudah longsor saat hujan turun terus-menerus. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.,berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 013,3,24
56,bumi dan peristiwa alam,peristiwa alam,apa itu tsunami?,tsunami adalah gelombang laut sangat besar dan bergerak sangat cepat. tsunami biasanya disebabkan oleh pergeseran lempeng bumi dan sering didahului gempa di dasar laut.,"saat terjadi gempa di laut, gelombang besar bisa datang ke pantai dan merusak daerah pesisir. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.",berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 013,3,24
57,bumi dan peristiwa alam,peristiwa alam,apa yang dimaksud dengan tsunami?,tsunami adalah gelombang laut sangat besar dan bergerak sangat cepat. tsunami biasanya disebabkan oleh pergeseran lempeng bumi dan sering didahului gempa di dasar laut.,"saat terjadi gempa di laut, gelombang besar bisa datang ke pantai dan merusak daerah pesisir. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.",berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 013,5,24
58,bumi dan peristiwa alam,peristiwa alam,bisakah kamu menjelaskan tsunami?,tsunami adalah gelombang laut sangat besar dan bergerak sangat cepat. tsunami biasanya disebabkan oleh pergeseran lempeng bumi dan sering didahului gempa di dasar laut.,"saat terjadi gempa di laut, gelombang besar bisa datang ke pantai dan merusak daerah pesisir. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.",berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 013,4,24
59,bumi dan peristiwa alam,struktur bumi,lapisan bumi terdiri dari apa saja?,"lapisan bumi terdiri dari atmosfer, kerak bumi, mantel bumi, inti bumi luar, dan inti bumi dalam.","atmosfer melindungi bumi, sedangkan kerak bumi menjadi tempat manusia hidup dan beraktivitas.",setiap lapisan bumi memiliki sifat dan fungsi yang berbeda.,https: www.omahbse.com ktsp file sd-5 ipa 013,6,16
60,bumi dan peristiwa alam,siklus air,mengapa air di bumi tidak habis-habis?,"air di bumi tidak habis karena selalu mengalami siklus air seperti penguapan, pengembunan, dan hujan.","air laut menguap saat panas, lalu menjadi awan dan turun kembali sebagai hujan.",siklus air menjaga persediaan air di bumi tetap berputar.,https: www.omahbse.com ktsp file sd-5 ipa 013,6,15
61,bumi dan peristiwa alam,siklus air,kenapa air di bumi tidak habis-habis?,"air di bumi tidak habis karena selalu mengalami siklus air seperti penguapan, pengembunan, dan hujan.","air laut menguap saat panas, lalu menjadi awan dan turun kembali sebagai hujan.",siklus air menjaga persediaan air di bumi tetap berputar.,https: www.omahbse.com ktsp file sd-5 ipa 013,6,15
62,bumi dan peristiwa alam,siklus air,bagaimana air di bumi tidak habis-habis?,"air di bumi tidak habis karena selalu mengalami siklus air seperti penguapan, pengembunan, dan hujan.","air laut menguap saat panas, lalu menjadi awan dan turun kembali sebagai hujan.",siklus air menjaga persediaan air di bumi tetap berputar.,https: www.omahbse.com ktsp file sd-5 ipa 013,6,15
63,cahaya dan sifat-sifatnya,sumber cahaya,apa yang dimaksud sumber cahaya?,sumber cahaya adalah benda yang dapat memancarkan cahaya. cahaya dari sumber ini membuat kita bisa melihat benda-benda di sekitar kita karena cahaya dipantulkan ke mata.,"matahari, lampu, api, bintang, dan kilat adalah contoh sumber cahaya. benda-benda tersebut membantu kita melihat lingkungan di sekitar pada saat terang maupun gelap.","sumber cahaya adalah benda yang memancarkan cahaya sehingga lingkungan menjadi terang. tanpa sumber cahaya, kita akan sulit melihat benda di sekitar dengan jelas.",https: www.omahbse.com ktsp file sd-5 ipa 013,5,25
64,cahaya dan sifat-sifatnya,sumber cahaya,apa itu sumber cahaya?,sumber cahaya adalah benda yang dapat memancarkan cahaya. cahaya dari sumber ini membuat kita bisa melihat benda-benda di sekitar kita karena cahaya dipantulkan ke mata.,"matahari, lampu, api, bintang, dan kilat adalah contoh sumber cahaya. benda-benda tersebut membantu kita melihat lingkungan di sekitar pada saat terang maupun gelap.","sumber cahaya adalah benda yang memancarkan cahaya sehingga lingkungan menjadi terang. tanpa sumber cahaya, kita akan sulit melihat benda di sekitar dengan jelas.",https: www.omahbse.com ktsp file sd-5 ipa 013,4,25
65,cahaya dan sifat-sifatnya,sumber cahaya,bisakah kamu menjelaskan sumber cahaya?,sumber cahaya adalah benda yang dapat memancarkan cahaya. cahaya dari sumber ini membuat kita bisa melihat benda-benda di sekitar kita karena cahaya dipantulkan ke mata.,"matahari, lampu, api, bintang, dan kilat adalah contoh sumber cahaya. benda-benda tersebut membantu kita melihat lingkungan di sekitar pada saat terang maupun gelap.","sumber cahaya adalah benda yang memancarkan cahaya sehingga lingkungan menjadi terang. tanpa sumber cahaya, kita akan sulit melihat benda di sekitar dengan jelas.",https: www.omahbse.com ktsp file sd-5 ipa 013,5,25
66,cahaya dan sifat-sifatnya,cahaya merambat lurus,kenapa cahaya lilin tidak terlihat kalau karton digeser?,"cahaya lilin tidak terlihat kalau karton digeser karena cahaya merambat lurus. jika jalur cahaya terhalang benda lain, cahaya tidak dapat sampai ke mata kita.","pada percobaan tiga karton berlubang, nyala lilin hanya terlihat jika lubangnya sejajar. peristiwa ini membantu kita memahami bahwa cahaya tidak berbelok bebas, melainkan bergerak mengikuti arah lurus.",cahaya merambat mengikuti garis lurus selama tidak terhalang benda lain. sifat ini bisa dibuktikan melalui percobaan sederhana dengan karton berlubang dan lilin.,https: www.omahbse.com ktsp file sd-5 ipa 013,8,24
67,cahaya dan sifat-sifatnya,cahaya merambat lurus,apa alasan cahaya lilin tidak terlihat kalau karton digeser?,"cahaya lilin tidak terlihat kalau karton digeser karena cahaya merambat lurus. jika jalur cahaya terhalang benda lain, cahaya tidak dapat sampai ke mata kita.","pada percobaan tiga karton berlubang, nyala lilin hanya terlihat jika lubangnya sejajar. peristiwa ini membantu kita memahami bahwa cahaya tidak berbelok bebas, melainkan bergerak mengikuti arah lurus.",cahaya merambat mengikuti garis lurus selama tidak terhalang benda lain. sifat ini bisa dibuktikan melalui percobaan sederhana dengan karton berlubang dan lilin.,https: www.omahbse.com ktsp file sd-5 ipa 013,9,24
68,cahaya dan sifat-sifatnya,cahaya merambat lurus,mengapa cahaya lilin tidak terlihat kalau karton digeser?,"cahaya lilin tidak terlihat kalau karton digeser karena cahaya merambat lurus. jika jalur cahaya terhalang benda lain, cahaya tidak dapat sampai ke mata kita.","pada percobaan tiga karton berlubang, nyala lilin hanya terlihat jika lubangnya sejajar. peristiwa ini membantu kita memahami bahwa cahaya tidak berbelok bebas, melainkan bergerak mengikuti arah lurus.",cahaya merambat mengikuti garis lurus selama tidak terhalang benda lain. sifat ini bisa dibuktikan melalui percobaan sederhana dengan karton berlubang dan lilin.,https: www.omahbse.com ktsp file sd-5 ipa 013,8,24
69,cahaya dan sifat-sifatnya,cahaya menembus benda bening,kenapa kita masih bisa melihat benda di balik kaca bening?,kita masih bisa melihat benda di balik kaca bening karena cahaya dapat menembus benda bening. benda bening membiarkan cahaya lewat sehingga objek di belakangnya masih terlihat.,"botol berisi air jernih masih bisa ditembus cahaya, berbeda dengan buku atau papan kayu yang tidak tembus cahaya. sifat ini membuat benda di balik media bening masih bisa terlihat dengan jelas.","benda bening membiarkan cahaya lewat sehingga objek di belakangnya masih dapat terlihat. sifat ini dimanfaatkan pada kaca, botol jernih, dan jendela rumah.",https: www.omahbse.com ktsp file sd-5 ipa 013,10,26
70,cahaya dan sifat-sifatnya,cahaya menembus benda bening,apa alasan kita masih bisa melihat benda di balik kaca bening?,kita masih bisa melihat benda di balik kaca bening karena cahaya dapat menembus benda bening. benda bening membiarkan cahaya lewat sehingga objek di belakangnya masih terlihat.,"botol berisi air jernih masih bisa ditembus cahaya, berbeda dengan buku atau papan kayu yang tidak tembus cahaya. sifat ini membuat benda di balik media bening masih bisa terlihat dengan jelas.","benda bening membiarkan cahaya lewat sehingga objek di belakangnya masih dapat terlihat. sifat ini dimanfaatkan pada kaca, botol jernih, dan jendela rumah.",https: www.omahbse.com ktsp file sd-5 ipa 013,11,26
71,cahaya dan sifat-sifatnya,cahaya menembus benda bening,mengapa kita masih bisa melihat benda di balik kaca bening?,kita masih bisa melihat benda di balik kaca bening karena cahaya dapat menembus benda bening. benda bening membiarkan cahaya lewat sehingga objek di belakangnya masih terlihat.,"botol berisi air jernih masih bisa ditembus cahaya, berbeda dengan buku atau papan kayu yang tidak tembus cahaya. sifat ini membuat benda di balik media bening masih bisa terlihat dengan jelas.","benda bening membiarkan cahaya lewat sehingga objek di belakangnya masih dapat terlihat. sifat ini dimanfaatkan pada kaca, botol jernih, dan jendela rumah.",https: www.omahbse.com ktsp file sd-5 ipa 013,10,26
